number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
915,AVENIDA JULIO BUONO,SAO PAULO,-23.490795,-46.596117,MapBox,18197,-23.49057,-46.596317,0.795556,AVENIDA JULIO BUONO
242,BORGES,SAO PAULO,-23.489654,-46.600118,MapBox,18198,-23.55631,-46.607737,0.777037,BORGES
242,BORGES,SAO PAULO,-23.489654,-46.600118,OpenRouteService,18198,-23.570533,-46.663713,0.6,BORGES
242,BORGES,SAO PAULO,-23.489654,-46.600118,TomTom,18198,-23.53925,-46.46944,9.7793254852,BORGES
242,BORGES,SAO PAULO,-23.489654,-46.600118,Google,18198,-23.5056363,-46.5941892,,BORGES
553,RUA CRUZ DE MALTA,SAO PAULO,-23.486942,-46.599616,Google,18199,-23.4869734,-46.5997133,,RUA CRUZ DE MALTA
553,RUA CRUZ DE MALTA,SAO PAULO,-23.486942,-46.599616,OpenRouteService,18199,-23.482152,-46.599985,0.8,RUA CRUZ DE MALTA
553,RUA CRUZ DE MALTA,SAO PAULO,-23.486942,-46.599616,TomTom,18199,-23.48693,-46.59954,16.4314441681,RUA CRUZ DE MALTA
553,RUA CRUZ DE MALTA,SAO PAULO,-23.486942,-46.599616,MapBox,18199,-23.483625,-46.599877,0.801728,RUA CRUZ DE MALTA
3809,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.484116,-46.603653,MapBox,18200,-23.484407,-46.603736,0.801728,AVENIDA GENERAL ATALIBA LEONEL
3809,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.484116,-46.603653,Google,18200,-23.4842629,-46.6039041,,AVENIDA GENERAL ATALIBA LEONEL
3809,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.484116,-46.603653,TomTom,18200,-23.4844,-46.60369,16.4244728088,AVENIDA GENERAL ATALIBA LEONEL
3809,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.484116,-46.603653,OpenRouteService,18200,-23.506316,-46.623588,0.8,AVENIDA GENERAL ATALIBA LEONEL
3918,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.483675,-46.602697,MapBox,18201,-23.49425,-46.6111133997445,0.752346,AVENIDA GAL ATALIBA LEONEL
3918,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.483675,-46.602697,OpenRouteService,18201,-23.506316,-46.623588,0.8,AVENIDA GAL ATALIBA LEONEL
3918,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.483675,-46.602697,Google,18201,-23.4838612,-46.6028493,,AVENIDA GAL ATALIBA LEONEL
3918,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.483675,-46.602697,TomTom,18201,-23.48386,-46.60299,13.7587652206,AVENIDA GAL ATALIBA LEONEL
4129,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.482098,-46.602208,OpenRouteService,18202,-23.48241,-46.60222,0.8,AVENIDA GAL ATALIBA LEONEL
4129,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.482098,-46.602208,MapBox,18202,-23.48241,-46.60222,0.801728,AVENIDA GAL ATALIBA LEONEL
4129,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.482098,-46.602208,TomTom,18202,-23.48244,-46.60196,13.7587652206,AVENIDA GAL ATALIBA LEONEL
4129,AVENIDA GAL ATALIBA LEONEL,SAO PAULO,-23.482098,-46.602208,Google,18202,-23.482441,-46.602183,,AVENIDA GAL ATALIBA LEONEL
140,AVENIDA GUAPIRA,SAO PAULO,-23.481136,-46.601213,TomTom,18203,-23.48129,-46.6011,12.0984487534,AVENIDA GUAPIRA
140,AVENIDA GUAPIRA,SAO PAULO,-23.481136,-46.601213,OpenRouteService,18203,-23.465498,-46.583663,0.8,AVENIDA GUAPIRA
140,AVENIDA GUAPIRA,SAO PAULO,-23.481136,-46.601213,MapBox,18203,-23.481302,-46.601653,0.787619,AVENIDA GUAPIRA
140,AVENIDA GUAPIRA,SAO PAULO,-23.481136,-46.601213,Google,18203,-23.4811891,-46.601368,,AVENIDA GUAPIRA
28,RUA CARATACA,SAO PAULO,-23.480161,-46.601149,MapBox,18204,-23.480407,-46.601332,0.787619,RUA CARATACA
28,RUA CARATACA,SAO PAULO,-23.480161,-46.601149,TomTom,18204,-23.47992,-46.60126,12.0984487534,RUA CARATACA
28,RUA CARATACA,SAO PAULO,-23.480161,-46.601149,Google,18204,-23.4799333,-46.6012528,,RUA CARATACA
28,RUA CARATACA,SAO PAULO,-23.480161,-46.601149,OpenRouteService,18204,-23.480118,-46.601288,0.8,RUA CARATACA
245,AVENIDA MAESTRO VILA LOBOS,SAO PAULO,-23.479124,-46.600301,MapBox,18205,-23.4761065,-46.5969573,0.752346,AVENIDA MAESTRO VILA LOBOS
245,AVENIDA MAESTRO VILA LOBOS,SAO PAULO,-23.479124,-46.600301,OpenRouteService,18205,-23.570533,-46.663713,0.6,AVENIDA MAESTRO VILA LOBOS
245,AVENIDA MAESTRO VILA LOBOS,SAO PAULO,-23.479124,-46.600301,Google,18205,-23.4790854,-46.600374,,AVENIDA MAESTRO VILA LOBOS
245,AVENIDA MAESTRO VILA LOBOS,SAO PAULO,-23.479124,-46.600301,TomTom,18205,-23.47906,-46.60014,15.5531587601,AVENIDA MAESTRO VILA LOBOS
483,RUA GROTA DONA,SAO PAULO,-23.481805,-46.596145,Google,18206,-23.4830345,-46.5962839,,RUA GROTA DONA
483,RUA GROTA DONA,SAO PAULO,-23.481805,-46.596145,OpenRouteService,18206,-23.570533,-46.663713,0.6,RUA GROTA DONA
483,RUA GROTA DONA,SAO PAULO,-23.481805,-46.596145,TomTom,18206,-23.4936,-46.6405,11.3905153275,RUA GROTA DONA
483,RUA GROTA DONA,SAO PAULO,-23.481805,-46.596145,MapBox,18206,-23.48182,-46.596044,0.678889,RUA GROTA DONA
480,RUA BARRA MANSA,SAO PAULO,-23.476451,-46.611613,OpenRouteService,18207,-23.478194,-46.6115,0.8,RUA BARRA MANSA
480,RUA BARRA MANSA,SAO PAULO,-23.476451,-46.611613,Google,18207,-23.4769462,-46.61139439999999,,RUA BARRA MANSA
480,RUA BARRA MANSA,SAO PAULO,-23.476451,-46.611613,TomTom,18207,-23.47733,-46.61177,14.2824602127,RUA BARRA MANSA
480,RUA BARRA MANSA,SAO PAULO,-23.476451,-46.611613,MapBox,18207,-23.476897,-46.611932,0.795556,RUA BARRA MANSA
114,HIDROLANDIA,SAO PAULO,-23.477049,-46.608728,Google,18208,-23.4768026,-46.6084784,,HIDROLANDIA
114,HIDROLANDIA,SAO PAULO,-23.477049,-46.608728,OpenRouteService,18208,-23.570533,-46.663713,0.6,HIDROLANDIA
114,HIDROLANDIA,SAO PAULO,-23.477049,-46.608728,TomTom,18208,-23.47688,-46.60855,9.6567392349,HIDROLANDIA
114,HIDROLANDIA,SAO PAULO,-23.477049,-46.608728,MapBox,18208,-23.47699,-46.608788,0.71963,HIDROLANDIA
281,RUA CURUPITE,SAO PAULO,-23.476235,-46.608325,Google,18209,-23.4763967,-46.6084438,,RUA CURUPITE
281,RUA CURUPITE,SAO PAULO,-23.476235,-46.608325,TomTom,18209,-23.47628,-46.60834,12.0984487534,RUA CURUPITE
281,RUA CURUPITE,SAO PAULO,-23.476235,-46.608325,OpenRouteService,18209,-23.476808,-46.607686,0.8,RUA CURUPITE
281,RUA CURUPITE,SAO PAULO,-23.476235,-46.608325,MapBox,18209,-23.47663,-46.607863,0.787619,RUA CURUPITE
5,RUA CAJAMAR,SAO PAULO,-23.477614,-46.606647,OpenRouteService,18210,-23.477345,-46.606284,0.8,RUA CAJAMAR
5,RUA CAJAMAR,SAO PAULO,-23.477614,-46.606647,Google,18210,-23.4769329,-46.606604,,RUA CAJAMAR
5,RUA CAJAMAR,SAO PAULO,-23.477614,-46.606647,TomTom,18210,-23.47737,-46.6064,12.0984487534,RUA CAJAMAR
5,RUA CAJAMAR,SAO PAULO,-23.477614,-46.606647,MapBox,18210,-23.477224,-46.606486,0.787619,RUA CAJAMAR
5,CAJAMAR,SAO PAULO,-23.477614,-46.606647,Google,18211,-23.3358524,-46.8401443,,CAJAMAR
5,CAJAMAR,SAO PAULO,-23.477614,-46.606647,MapBox,18211,-23.477224,-46.606486,0.71963,CAJAMAR
5,CAJAMAR,SAO PAULO,-23.477614,-46.606647,OpenRouteService,18211,-20.489613,-47.42802,1.0,CAJAMAR
5,CAJAMAR,SAO PAULO,-23.477614,-46.606647,TomTom,18211,-23.47737,-46.6064,9.6567392349,CAJAMAR
144,RUA IRMAOS PILLA,SAO PAULO,-23.475333,-46.607424,MapBox,18212,-23.4739047,-46.6058037,0.730451,RUA IRMAOS PILLA
144,RUA IRMAOS PILLA,SAO PAULO,-23.475333,-46.607424,OpenRouteService,18212,-23.570533,-46.663713,0.6,RUA IRMAOS PILLA
144,RUA IRMAOS PILLA,SAO PAULO,-23.475333,-46.607424,TomTom,18212,-23.47535,-46.60745,13.5862817764,RUA IRMAOS PILLA
144,RUA IRMAOS PILLA,SAO PAULO,-23.475333,-46.607424,Google,18212,-23.4754973,-46.60736550000001,,RUA IRMAOS PILLA
29,RUA MAJOR ARI GOMES,SAO PAULO,-23.474363,-46.606712,Google,18213,-23.4734149,-46.6074078,,RUA MAJOR ARI GOMES
29,RUA MAJOR ARI GOMES,SAO PAULO,-23.474363,-46.606712,TomTom,18213,-23.47343,-46.6074,16.4244728088,RUA MAJOR ARI GOMES
29,RUA MAJOR ARI GOMES,SAO PAULO,-23.474363,-46.606712,OpenRouteService,18213,-23.473905,-46.60706,0.8,RUA MAJOR ARI GOMES
29,RUA MAJOR ARI GOMES,SAO PAULO,-23.474363,-46.606712,MapBox,18213,-23.474497,-46.6064173,0.752346,RUA MAJOR ARI GOMES
276,AVENIDA MAZZEI,SAO PAULO,-23.477867,-46.60596,Google,18214,-23.4779613,-46.6059156,,AVENIDA MAZZEI
276,AVENIDA MAZZEI,SAO PAULO,-23.477867,-46.60596,TomTom,18214,-23.47804,-46.60587,12.0984487534,AVENIDA MAZZEI
276,AVENIDA MAZZEI,SAO PAULO,-23.477867,-46.60596,MapBox,18214,-23.473975,-46.6015944563379,0.724127,AVENIDA MAZZEI
276,AVENIDA MAZZEI,SAO PAULO,-23.477867,-46.60596,OpenRouteService,18214,-23.467838,-46.597339,0.8,AVENIDA MAZZEI
257,ARAGAO,SAO PAULO,-23.475218,-46.60598,OpenRouteService,18215,-23.570533,-46.663713,0.6,ARAGAO
257,ARAGAO,SAO PAULO,-23.475218,-46.60598,TomTom,18215,-23.47526,-46.60603,9.6567392349,ARAGAO
257,ARAGAO,SAO PAULO,-23.475218,-46.60598,Google,18215,-23.4497079,-46.6094328,,ARAGAO
257,ARAGAO,SAO PAULO,-23.475218,-46.60598,MapBox,18215,-23.650033,-46.595344,0.708148,ARAGAO
840,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.471033,-46.605917,OpenRouteService,18216,-23.377994,-46.569331,0.8,AVENIDA CORONEL SEZEFREDO FAGUNDES
840,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.471033,-46.605917,MapBox,18216,-23.470011,-46.605038,0.801728,AVENIDA CORONEL SEZEFREDO FAGUNDES
840,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.471033,-46.605917,Google,18216,-23.4710884,-46.60587229999999,,AVENIDA CORONEL SEZEFREDO FAGUNDES
840,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.471033,-46.605917,TomTom,18216,-23.47107,-46.60586,16.4244728088,AVENIDA CORONEL SEZEFREDO FAGUNDES
876,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.470687,-46.605619,OpenRouteService,18217,-23.377994,-46.569331,0.8,AVENIDA CORONEL SEZEFREDO FAGUNDES
876,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.470687,-46.605619,TomTom,18217,-23.47084,-46.60566,16.4244728088,AVENIDA CORONEL SEZEFREDO FAGUNDES
876,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.470687,-46.605619,Google,18217,-23.4708799,-46.6057055,,AVENIDA CORONEL SEZEFREDO FAGUNDES
876,AVENIDA CORONEL SEZEFREDO FAGUNDES,SAO PAULO,-23.470687,-46.605619,MapBox,18217,-23.470143,-46.605133,0.801728,AVENIDA CORONEL SEZEFREDO FAGUNDES
618,RUA DOS MARTIRES ARMENIOS,SAO PAULO,-23.468079,-46.611528,OpenRouteService,18218,-23.467437,-46.609806,0.8,RUA DOS MARTIRES ARMENIOS
618,RUA DOS MARTIRES ARMENIOS,SAO PAULO,-23.468079,-46.611528,MapBox,18218,-23.4690413,-46.6141983,0.752346,RUA DOS MARTIRES ARMENIOS
618,RUA DOS MARTIRES ARMENIOS,SAO PAULO,-23.468079,-46.611528,TomTom,18218,-23.46582,-46.60843,16.4244728088,RUA DOS MARTIRES ARMENIOS
618,RUA DOS MARTIRES ARMENIOS,SAO PAULO,-23.468079,-46.611528,Google,18218,-23.4658041,-46.6085945,,RUA DOS MARTIRES ARMENIOS
934,DOS MARTIRES ARMENIOS,SAO PAULO,-23.466706,-46.608743,TomTom,18219,-23.46792,-46.61149,14.0464134216,DOS MARTIRES ARMENIOS
934,DOS MARTIRES ARMENIOS,SAO PAULO,-23.466706,-46.608743,OpenRouteService,18219,-23.467437,-46.609806,0.8,DOS MARTIRES ARMENIOS
934,DOS MARTIRES ARMENIOS,SAO PAULO,-23.466706,-46.608743,Google,18219,-23.4679107,-46.6107609,,DOS MARTIRES ARMENIOS
934,DOS MARTIRES ARMENIOS,SAO PAULO,-23.466706,-46.608743,MapBox,18219,-23.467662,-46.610691,0.795556,DOS MARTIRES ARMENIOS
S/N,RUA LAVINIA PACHECO E SILVA,SAO PAULO,-23.465642,-46.606048,TomTom,18220,-23.46588,-46.60605,18.7429389954,RUA LAVINIA PACHECO E SILVA
S/N,RUA LAVINIA PACHECO E SILVA,SAO PAULO,-23.465642,-46.606048,Google,18220,-23.4656449,-46.6059244,,RUA LAVINIA PACHECO E SILVA
S/N,RUA LAVINIA PACHECO E SILVA,SAO PAULO,-23.465642,-46.606048,MapBox,18220,-23.4656618,-46.6059311,0.729899,RUA LAVINIA PACHECO E SILVA
S/N,RUA LAVINIA PACHECO E SILVA,SAO PAULO,-23.465642,-46.606048,OpenRouteService,18220,-23.465847,-46.606021,0.8,RUA LAVINIA PACHECO E SILVA
633,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,SAO PAULO,-23.46409,-46.60445,TomTom,18221,-23.46934,-46.60762,20.4873027802,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
633,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,SAO PAULO,-23.46409,-46.60445,OpenRouteService,18221,-23.464194,-46.604525,0.8,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
633,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,SAO PAULO,-23.46409,-46.60445,MapBox,18221,-23.4649022,-46.6050164035474,0.697407,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
633,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO,SAO PAULO,-23.46409,-46.60445,Google,18221,-23.4644513,-46.6047702,,AVENIDA VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO
886,AVENIDA MAZZEI,SAO PAULO,-23.474175,-46.601446,TomTom,18222,-23.47426,-46.60153,12.0984487534,AVENIDA MAZZEI
886,AVENIDA MAZZEI,SAO PAULO,-23.474175,-46.601446,MapBox,18222,-23.474303,-46.601708,0.787619,AVENIDA MAZZEI
886,AVENIDA MAZZEI,SAO PAULO,-23.474175,-46.601446,Google,18222,-23.4743635,-46.601413,,AVENIDA MAZZEI
886,AVENIDA MAZZEI,SAO PAULO,-23.474175,-46.601446,OpenRouteService,18222,-23.467838,-46.597339,0.8,AVENIDA MAZZEI
951,MAZZEI,SAO PAULO,-23.473752,-46.601215,MapBox,18223,-23.473931,-46.601361,0.71963,MAZZEI
951,MAZZEI,SAO PAULO,-23.473752,-46.601215,OpenRouteService,18223,-23.570533,-46.663713,0.6,MAZZEI
951,MAZZEI,SAO PAULO,-23.473752,-46.601215,TomTom,18223,-23.47368,-46.60119,9.6567392349,MAZZEI
951,MAZZEI,SAO PAULO,-23.473752,-46.601215,Google,18223,-23.4735962,-46.6012778,,MAZZEI
30,PERO VIDAL,SAO PAULO,-23.474774,-46.596704,Google,18224,-23.4747783,-46.59659629999999,,PERO VIDAL
30,PERO VIDAL,SAO PAULO,-23.474774,-46.596704,MapBox,18224,-23.479828,-46.603785,0.787619,PERO VIDAL
30,PERO VIDAL,SAO PAULO,-23.474774,-46.596704,TomTom,18224,-23.47472,-46.59662,12.0475168228,PERO VIDAL
30,PERO VIDAL,SAO PAULO,-23.474774,-46.596704,OpenRouteService,18224,-23.570533,-46.663713,0.6,PERO VIDAL
617,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO,SAO PAULO,-23.471749,-46.596297,TomTom,18225,-23.47182,-46.59621,18.5256881714,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO
617,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO,SAO PAULO,-23.471749,-46.596297,OpenRouteService,18225,-23.472463,-46.596547,0.8,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO
617,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO,SAO PAULO,-23.471749,-46.596297,MapBox,18225,-23.471129,-46.595972,0.806667,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO
617,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO,SAO PAULO,-23.471749,-46.596297,Google,18225,-23.4716822,-46.596367,,AVENIDA COMANDANTE ANTONIO PAIVA SAMPAIO
69,RUA PAULO CESAR,SAO PAULO,-23.46876,-46.603634,Google,18226,-23.4685779,-46.6036404,,RUA PAULO CESAR
69,RUA PAULO CESAR,SAO PAULO,-23.46876,-46.603634,OpenRouteService,18226,-23.468139,-46.602686,0.8,RUA PAULO CESAR
69,RUA PAULO CESAR,SAO PAULO,-23.46876,-46.603634,MapBox,18226,-23.4674005,-46.6012055,0.74,RUA PAULO CESAR
69,RUA PAULO CESAR,SAO PAULO,-23.46876,-46.603634,TomTom,18226,-23.46867,-46.6035,14.302977562,RUA PAULO CESAR
126,PAULO CESAR,SAO PAULO,-23.468573,-46.603125,OpenRouteService,18227,-23.570533,-46.663713,0.6,PAULO CESAR
126,PAULO CESAR,SAO PAULO,-23.468573,-46.603125,Google,18227,-23.4686172,-46.60299999999999,,PAULO CESAR
126,PAULO CESAR,SAO PAULO,-23.468573,-46.603125,MapBox,18227,-23.632607,-46.6310537,0.724127,PAULO CESAR
126,PAULO CESAR,SAO PAULO,-23.468573,-46.603125,TomTom,18227,-23.46852,-46.60276,12.0680332184,PAULO CESAR
135,DAS GAMBOAS,SAO PAULO,-23.46677,-46.602377,OpenRouteService,18228,-20.489613,-47.42802,1.0,DAS GAMBOAS
135,DAS GAMBOAS,SAO PAULO,-23.46677,-46.602377,TomTom,18228,-23.46671,-46.60217,12.0475177765,DAS GAMBOAS
135,DAS GAMBOAS,SAO PAULO,-23.46677,-46.602377,MapBox,18228,-23.466766,-46.602029,0.787619,DAS GAMBOAS
135,DAS GAMBOAS,SAO PAULO,-23.46677,-46.602377,Google,18228,-23.466645,-46.6022466,,DAS GAMBOAS
68,RUA DOUTOR NELSON DONA VEIGA,SAO PAULO,-23.46621,-46.60052,OpenRouteService,18229,-23.570533,-46.663713,0.6,RUA DOUTOR NELSON DONA VEIGA
68,RUA DOUTOR NELSON DONA VEIGA,SAO PAULO,-23.46621,-46.60052,Google,18229,-23.464875,-46.6032637,,RUA DOUTOR NELSON DONA VEIGA
68,RUA DOUTOR NELSON DONA VEIGA,SAO PAULO,-23.46621,-46.60052,TomTom,18229,-23.4648,-46.60311,16.1531715393,RUA DOUTOR NELSON DONA VEIGA
68,RUA DOUTOR NELSON DONA VEIGA,SAO PAULO,-23.46621,-46.60052,MapBox,18229,-23.557122,-46.6862713,0.626611,RUA DOUTOR NELSON DONA VEIGA
216,RUA DOS JACARANDAS MIMOSOS,SAO PAULO,-23.464081,-46.602373,MapBox,18230,-23.4647681,-46.6009636,0.752346,RUA DOS JACARANDAS MIMOSOS
216,RUA DOS JACARANDAS MIMOSOS,SAO PAULO,-23.464081,-46.602373,OpenRouteService,18230,-23.4643,-46.601957,0.8,RUA DOS JACARANDAS MIMOSOS
216,RUA DOS JACARANDAS MIMOSOS,SAO PAULO,-23.464081,-46.602373,TomTom,18230,-23.46453,-46.60156,16.4244728088,RUA DOS JACARANDAS MIMOSOS
216,RUA DOS JACARANDAS MIMOSOS,SAO PAULO,-23.464081,-46.602373,Google,18230,-23.4646133,-46.6016439,,RUA DOS JACARANDAS MIMOSOS
975,RUA MANOEL GAYA,SAO PAULO,-23.463851,-46.601557,TomTom,18231,-23.46374,-46.60105,12.9485139847,RUA MANOEL GAYA
975,RUA MANOEL GAYA,SAO PAULO,-23.463851,-46.601557,MapBox,18231,-23.4638,-46.601205,0.795556,RUA MANOEL GAYA
975,RUA MANOEL GAYA,SAO PAULO,-23.463851,-46.601557,OpenRouteService,18231,-23.570533,-46.663713,0.6,RUA MANOEL GAYA
975,RUA MANOEL GAYA,SAO PAULO,-23.463851,-46.601557,Google,18231,-23.4639379,-46.6013048,,RUA MANOEL GAYA
85,IBIMIRIM,SAO PAULO,-23.466608,-46.598617,TomTom,18232,-23.46764,-46.59541,9.6567392349,IBIMIRIM
85,IBIMIRIM,SAO PAULO,-23.466608,-46.598617,MapBox,18232,-23.4672397,-46.597838,0.66037,IBIMIRIM
85,IBIMIRIM,SAO PAULO,-23.466608,-46.598617,OpenRouteService,18232,-23.570533,-46.663713,0.6,IBIMIRIM
85,IBIMIRIM,SAO PAULO,-23.466608,-46.598617,Google,18232,-23.4677508,-46.5954286,,IBIMIRIM
500,RUA MANUEL GAYA,SAO PAULO,-23.465573,-46.597605,Google,18233,-23.465442,-46.597575,,RUA MANUEL GAYA
500,RUA MANUEL GAYA,SAO PAULO,-23.465573,-46.597605,MapBox,18233,-23.465519,-46.597607,0.795556,RUA MANUEL GAYA
500,RUA MANUEL GAYA,SAO PAULO,-23.465573,-46.597605,TomTom,18233,-23.46544,-46.59757,14.2824602127,RUA MANUEL GAYA
500,RUA MANUEL GAYA,SAO PAULO,-23.465573,-46.597605,OpenRouteService,18233,-23.463772,-46.600737,0.8,RUA MANUEL GAYA
49,RUA DAS IMBIRAS,SAO PAULO,-23.465464,-46.596987,TomTom,18234,-23.60445,-46.93837,11.5246047974,RUA DAS IMBIRAS
49,RUA DAS IMBIRAS,SAO PAULO,-23.465464,-46.596987,MapBox,18234,-23.582892,-46.384989,0.724722,RUA DAS IMBIRAS
49,RUA DAS IMBIRAS,SAO PAULO,-23.465464,-46.596987,Google,18234,-23.4652467,-46.5970671,,RUA DAS IMBIRAS
49,RUA DAS IMBIRAS,SAO PAULO,-23.465464,-46.596987,OpenRouteService,18234,-23.570533,-46.663713,0.6,RUA DAS IMBIRAS
1541,DONA IGREJA,SAO PAULO,-23.585372,-46.590073,Google,18235,-23.5141269,-46.4487108,,DONA IGREJA
1541,DONA IGREJA,SAO PAULO,-23.585372,-46.590073,OpenRouteService,18235,-23.570533,-46.663713,0.6,DONA IGREJA
1541,DONA IGREJA,SAO PAULO,-23.585372,-46.590073,MapBox,18235,-22.7469169,-45.6160452,0.550847,DONA IGREJA
1541,DONA IGREJA,SAO PAULO,-23.585372,-46.590073,TomTom,18235,-23.24697,-46.84702,9.1069746017,DONA IGREJA
SN,PRACA MARIO ORTIZ,SAO PAULO,-23.58803,-46.58826,Google,18236,-23.5885698,-46.5880437,,PRACA MARIO ORTIZ
SN,PRACA MARIO ORTIZ,SAO PAULO,-23.58803,-46.58826,TomTom,18236,-23.58859,-46.58803,12.5686864853,PRACA MARIO ORTIZ
SN,PRACA MARIO ORTIZ,SAO PAULO,-23.58803,-46.58826,OpenRouteService,18236,-23.588567,-46.588057,0.8,PRACA MARIO ORTIZ
SN,PRACA MARIO ORTIZ,SAO PAULO,-23.58803,-46.58826,MapBox,18236,-23.5888235,-46.5877925,0.74,PRACA MARIO ORTIZ
20,RUA COMENDADOR ROBERTO UGOLINI,SAO PAULO,-23.577387,-46.592068,Google,18237,-23.5731602,-46.5882622,,RUA COMENDADOR ROBERTO UGOLINI
20,RUA COMENDADOR ROBERTO UGOLINI,SAO PAULO,-23.577387,-46.592068,TomTom,18237,-23.57397,-46.58979,16.4244728088,RUA COMENDADOR ROBERTO UGOLINI
20,RUA COMENDADOR ROBERTO UGOLINI,SAO PAULO,-23.577387,-46.592068,OpenRouteService,18237,-23.574317,-46.589736,0.8,RUA COMENDADOR ROBERTO UGOLINI
20,RUA COMENDADOR ROBERTO UGOLINI,SAO PAULO,-23.577387,-46.592068,MapBox,18237,-23.57358,-46.589728,0.801728,RUA COMENDADOR ROBERTO UGOLINI
59,RUA SAQUAREMA,SAO PAULO,-23.582516,-46.590055,OpenRouteService,18238,-23.582535,-46.590144,0.8,RUA SAQUAREMA
59,RUA SAQUAREMA,SAO PAULO,-23.582516,-46.590055,MapBox,18238,-23.582553,-46.59005,0.787619,RUA SAQUAREMA
59,RUA SAQUAREMA,SAO PAULO,-23.582516,-46.590055,Google,18238,-23.5826945,-46.5899297,,RUA SAQUAREMA
59,RUA SAQUAREMA,SAO PAULO,-23.582516,-46.590055,TomTom,18238,-23.5829,-46.5905,11.9583129883,RUA SAQUAREMA
282,BACEUNAS,SAO PAULO,-23.580107,-46.590321,OpenRouteService,18239,-20.489613,-47.42802,1.0,BACEUNAS
282,BACEUNAS,SAO PAULO,-23.580107,-46.590321,Google,18239,-23.5801839,-46.5904067,,BACEUNAS
282,BACEUNAS,SAO PAULO,-23.580107,-46.590321,TomTom,18239,-23.58016,-46.5903,9.6567392349,BACEUNAS
282,BACEUNAS,SAO PAULO,-23.580107,-46.590321,MapBox,18239,-23.579591,-46.590389,0.71963,BACEUNAS
       350,ILANSA,SAO PAULO,-23.580456,-46.588871,MapBox,18240,-23.58036,-46.588848,0.71963,ILANSA
       350,ILANSA,SAO PAULO,-23.580456,-46.588871,OpenRouteService,18240,-20.489613,-47.42802,1.0,ILANSA
       350,ILANSA,SAO PAULO,-23.580456,-46.588871,Google,18240,-23.5802227,-46.5890259,,ILANSA
193,JANGURUCU,SAO PAULO,-23.576606,-46.589681,TomTom,18241,-23.57697,-46.58974,9.6567392349,JANGURUCU
193,JANGURUCU,SAO PAULO,-23.576606,-46.589681,MapBox,18241,-23.57668,-46.5903057,0.66037,JANGURUCU
193,JANGURUCU,SAO PAULO,-23.576606,-46.589681,Google,18241,-23.5769023,-46.5897177,,JANGURUCU
193,JANGURUCU,SAO PAULO,-23.576606,-46.589681,OpenRouteService,18241,-20.489613,-47.42802,1.0,JANGURUCU
406,RUA MARIA DAFFRE,SAO PAULO,-23.58559,-46.58746,OpenRouteService,18242,-23.585247,-46.588472,0.8,RUA MARIA DAFFRE
406,RUA MARIA DAFFRE,SAO PAULO,-23.58559,-46.58746,MapBox,18242,-23.585305,-46.588546,0.795556,RUA MARIA DAFFRE
406,RUA MARIA DAFFRE,SAO PAULO,-23.58559,-46.58746,Google,18242,-23.5851612,-46.5880298,,RUA MARIA DAFFRE
406,RUA MARIA DAFFRE,SAO PAULO,-23.58559,-46.58746,TomTom,18242,-23.58519,-46.58813,14.2824602127,RUA MARIA DAFFRE
740,MARIA DAFFRE,SAO PAULO,-23.587668,-46.585098,Google,18243,-23.5875136,-46.5855332,,MARIA DAFFRE
